,id,nct_id,outcome_type,measure,time_frame,population,description
1010,274053456,NCT00851292,primary,The presence of prostate cancer in the tissue obtained by prostate needle biopsy,This outcome parameter will be available 5 days after the biopsy has been done. E.g. there will be virtually no 'follow-up' period.,,
1011,271327931,NCT05166746,secondary,Number of preterm birth,prior to 37 gestational weeks,,birth of a liveborn
1012,272955501,NCT06183203,primary,Clinical Outcome,6 months; 12 months; 24 months,,"Clinical outcome success will be determined at 6-, 12-, and 24-months based on the treated tooth meeting all the below criteria:

Treated tooth is not associated with any pain or discomfort
Treated tooth is not associated with tenderness on percussion or palpation
Treated tooth is not associated with any swelling, parulis, or fistula
Treated tooth is not associated with any pathological mobility"
1013,273270380,NCT00165919,primary,This is NOT a clinical trial; thus no outcomes. Specimens from human subjects taken at clinical site and sent unidentified to laboratory for assays.,no outcomes measured,,
1014,274013134,NCT05435833,secondary,Postoperative rescue analgesic consumption,up to 24hours postoperative,,Total 24 hours postoperative rescue analgesic consumption
1015,273207123,NCT01993563,secondary,Change in Transcranial Magnetic Stimulation (TMS),before and after the 4-weeks treatment,,"In order to assess a possible neurophysiological effect of our treatment, we also evaluate cortical excitability using Single Stimulus TMS."
1016,272196040,NCT03293693,secondary,mRNA analyses in PBMC (RT-PCR),At day 4,,PBMC are collected before and after OGTT. The change in mRNA level will be analyzed
1017,273545161,NCT04583657,secondary,Reactive hyperemia index (LnRHI),baseline (visit 1) and Day 90 (last visit 4),,Tonometry
1018,273180638,NCT01915901,secondary,The duration of gastrointestinal-related events.,Up to 8 weeks,,
1019,272813178,NCT03308799,secondary,Percentage Change in mPASI Score,Baseline and 8 weeks,,"The extent and severity of the participant's psoriasis is assessed using a modified PASI scoring system (minus scalp, face, and flexures) at each 3 areas (arms, trunk and legs) using a scale from 0 - 6, where 0 = no psoriasis involvement and 6 = 90-100% involvement.

The severity is assessed at each 3 areas (arms, trunk and legs) for each of the sign redness, thickness and scaliness using a scale from 0 - 4, where 0 represents none and 4 represents very severe.

The mPASI score is calculated from the individual scores by use of the following equation:

Arms 0.2 (Redness + Thickness + Scaliness) E = X Trunk 0.3 (Redness + Thickness + Scaliness) E = Y Legs 0.4 (Redness + Thickness + Scaliness) E = Z

The sum of X + Y + Z = m-PASI score resulting in a minimum score of 0 and a maximum score (worst possible) of 64.8.

The percent change in mPASI score is defined as the Baseline minus the Week 8 divided by Baseline score multiplied by 100"
1020,273867949,NCT02714972,secondary,"Percentage of nights with events of sensor glucose above 180 mg/dl (10.0 mmol/L), 250 mg/dl (13.9 mmol/L), and 300 mg/dl (16.7 mmol/L) continuously for more than 0, 30, 60, and 120 minutes",Up to 42 nights,,
1021,273004710,NCT04585334,primary,Change from baseline to 15 days in patients with chronic low back pain (LBP) and acute exacerbation at study entry using Numerical Rating Scale for pain,Day 15,,"The primary efficacy endpoint will be the change from baseline to Day 15 in NRS-11 score.(0-10 points Numerical Rating Scale for pain, where score 0 corresponds to no pain and score 10 corresponds to unimaginable pain)"
1022,272582385,NCT03542994,primary,Safety and tolerability measured through ECG,Day 0 to Day 60,,Number of participants with clinically relevant changes from baseline (Day 0) ECG parameters
1023,272583110,NCT04223466,secondary,Recurrence rate,5 years,,Recurrence rate after 5 year follow-up of thymectomy for thymoma
1024,271370450,NCT02532023,secondary,VCAM-1 gene expression,Change frome baseline at 2 months,,
1025,272075753,NCT02199301,primary,Immune Suppression Withdrawal,Immune Suppression Withdrawal within 18 months post-transplantation,,Immune suppression will be tapered-off and withdrawn over the period of 6 to 18 months post-transplantation under the monitoring of graft function and immunologic measurements.
1026,272200489,NCT04936971,secondary,Incidence of CMV disease,3 months,,Number of patients with symptomatic CMV disease in each arm
1027,274114239,NCT05330975,secondary,Parts A and B: GMT of Serum RSV-A Neutralizing Abs up to Day 181,up to Day 181,,
1028,273908910,NCT00679146,primary,Average pain within the last 24 hours (VAS),at D3 visit,,
1029,273627599,NCT00995566,primary,Clinical Status Since Last Visit,Monthly up to 1 year,,"Clinical status determined by status of pulmonary arterial hypertension (PAH) since last visit, reported as PAH remained stable, improved or deteriorated."
1030,273093663,NCT01658748,secondary,Hamilton Anxiety Rating Scale (HAM-A) change from week 0,21 months,,Clinician administered scale to rate cross-sectional severity of generalized anxiety symptoms
1031,273721441,NCT00933270,secondary,Exercise Tolerance Test: Maximal Walking Distance,1 month (± 7 Days),,Absolute Claudication Distance (ACD) for this study was determined by the point of termination or maximum distance walked on the treadmill due to claudication.
1032,273877149,NCT02659722,secondary,Pain and function Scores,24 months,,Visual Analog Scale (VAS) leg and back (at rest and active)
1033,273547023,NCT04673864,primary,Cmax of CKD-386,"Pre-dose (0 hour), 0.25, 0.5, 0.75, 1, 1.5, 2, 3, 4, 8, 12, 24, 48, 72 hours",,Maximum plasma concentration of the drug
1034,273369945,NCT00185354,primary,Number of pregnancies,13 cycles,,
1035,271605866,NCT03466099,primary,BCVA,16 weeks,,Change from Baseline in Best Corrected Visual Acuity (BCVA)
1036,273354964,NCT00192348,primary,"- To compare the safety and tolerability of one and two doses of influenza virus vaccine, trivalent,(CAIV-T) with placebo when administered intranasally",,,
1037,272832335,NCT03868657,secondary,Continuous Glucose Monitor,First and second test day,,Change in CGM between OGTT with and without Kv11.1 blocker (moxifloxacin).
1038,271409643,NCT03798600,primary,Alterations of Caspofungin Area Under the curve (AUC) in septic patients admitted to the Intensive Care Unit (ICU).,first 24 hours after loading dose,,The caspofungin AUC will be described and compared with that reported in the literature for healthy volunteers.
1039,272539331,NCT02394444,secondary,"Change in ""Infant Development""assessed by Infant Behavioral Symptom scores:assessing scores behaviors and emotional capabilities",assessments at each time point: at the corrected ages of 9 and 18 months,,"The statistic analyses were used to compare the evolution of all of the other scores over time.

The Neonatal Behavioral Assessment Scale (NBAS),the Brunet-Lezine Psychomotor Development Scale and Infant Behavioral Symptom were tests that were complementary and enable us to assess infant's various facets of socio-emotional, motor and cognitive development at different stage of development."
1040,273851791,NCT02790320,secondary,Change from baseline in tumor markers CA15-3,Baseline and up to 1 year,,
1041,273155253,NCT01809782,secondary,"Change of Barthel Index(for Activities of Daily Living, ADL)",Change from pre-operative (Baseline) up to 365 days after surgery,,"Barthel Index (for Activities of Daily Living, ADL)"
1042,272969541,NCT05677490,other,Exploratory correlative markers,Up to 3 years,,Exploratory correlative markers will also be measured and evaluated within and between arms to better assess mechanisms and prognostic impact of markers on impact. These will include baseline PD-L1 combined positive score and cell free deoxyribonucleic acid during the treatment.
1043,273110541,NCT04586426,secondary,"Parts 1, 2 and 3: Number of Participants with Anti-Drug Antibodies to Talquetamab",Approximately 5 years,,Number of participants with anti-drug antibodies to talquetamab will be assessed.
1044,273426051,NCT00330408,primary,adherence:% of days correct dose was taken,,,
1045,273302942,NCT00131625,secondary,Time to introduction of weaning food,,,
1046,271749876,NCT02200172,primary,Frequency of protocol violation,8 months,,The frequency of protocol violations will indicate if a larger trial with the same design can be implemented in a palliative care setting or require modification.
1047,271563465,NCT01305733,secondary,functional outcome after TKA,1 year,,
